,text,id,period,date,party,redner_id,discussion_title,name
19, Ein zweiter Baustein,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
20, Wir haben natürlich auch in Europa große Fortschritte gemacht bei der Pandemiebekämpfung selbst,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
21, Europäische Forscherinnen und Forscher haben in Rekordzeit Impfstoffe gegen Covid-19-Erreger entwickelt,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
22," Wir wissen bei allem, was noch zu tun ist, dass schon heute Millionen Bürgerinnen und Bürger, vor allen Dingen auch ältere, vor schweren Krankheitsverläufen geschützt werden können",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
23," Dass die Gründer von BioNTech, Frau Türeci und Herr Sahin, vom Bundespräsidenten gerade mit dem Bundesverdienstkreuz ausgezeichnet wurden, erfüllt uns natürlich mit Freude; denn Deutschland hat zu dieser Impfstoffentwicklung einen wichtigen Beitrag geleistet",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
24," Bei allen Beschwernissen: Es war richtig, auf die gemeinsame Beschaffung und Zulassung von Impfstoffen durch die Europäische Union zu setzen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
25," Wenn man jetzt sieht, dass selbst bei kleinen Unterschieden in den Verteilungen große Diskussionen ausbrechen, möchte ich mir überhaupt nicht vorstellen, wie es wäre, wenn einige Mitgliedstaaten Impfstoffe hätten und andere nicht",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
26, Das würde den Binnenmarkt in seinen Grundfesten erschüttern,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
27," Deshalb glaube ich, dass wir die Grundlagen gelegt haben, um die größte Bewährungsprobe der Europäischen Union auch gut zu bestehen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
28," Aber: Es ist noch viel zu tun, und es gehört zu den Wahrheiten, dass diese Pandemie uns auch gezeigt hat, dass wir sozusagen schonungslos analysieren müssen, wo unsere Schwächen liegen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
29, Das wird uns auch auf diesem Europäischen Rat beschäftigen; denn es wird um die Digitalisierung gehen – neben der Beschäftigung mit der Türkei und der Bekämpfung der Pandemie,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
30," Wir wissen, dass Europa in der Krise weder erstarren noch verharren darf, sondern dass wir die Herausforderungen annehmen müssen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
31, Da ist der digitale Wandel von zentraler Bedeutung; auch für Deutschland haben wir hier unsere Schwächen erkannt,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
32," Wir haben in einem gemeinsamen Brief mit den Ministerpräsidentinnen von Dänemark, Finnland und Estland einen eindringlichen Appell an die Kommission verfasst, dem sich inzwischen viele weitere EU-Staaten angeschlossen haben, dass Europa seine digitale Souveränität entschlossen umsetzt",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
33, Es geht hier ums Tempo,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
34," Es geht nicht nur um das Wie, sondern es geht auch um das Wann",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
35," Dabei bedeutet „digitale Souveränität“ nicht, dass wir alles alleine machen werden",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
36," Aber es bedeutet, dass Europa als Teil einer globalisierten Welt in einem freien und regelbasierten Markt seine Fähigkeiten und Kapazitäten zusammen mit seinen Partnern ausbauen muss und dass wir Antworten geben müssen auf die Frage: Wo müssen wir besser werden? Wo sind wir heute schon gut? Wo bestehen risikoreiche Abhängigkeiten, und wo wollen wir als letzte Option auch eigene europäische Kapazitäten aufbauen, um resilient zu sein? Gerade im Bereich der Impfstoffe ist das ein Punkt, aber eben auch im Bereich der digitalen Souveränität",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
37," Jetzt müssen Vorschläge erarbeitet werden, die das gesamte Instrumentarium des Binnenmarktes ausschöpfen, und zwar aus der Perspektive unseres Verständnisses einer menschlichen Wirtschaftsordnung, bei der der Mensch im Mittelpunkt steht",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
38," Es muss also um eine verantwortungsvolle und wertegeleitete europäische Digitalwirtschaft gehen, bei der wir sagen, wo wir eigene Akzente setzen wollen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
39," Insofern erwarten wir von der Kommission Vorschläge für die digitalen Identitäten, einen europäischen Rechtsrahmen für die künstliche Intelligenz und auch ein Regelungswerk für Onlineplattformen, wobei wir davon ausgehen, dass wir hier auch globale Initiativen als Europäische Union ergreifen sollten; denn digitale Plattformen allein in Europa zu regulieren, wird nicht gehen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
40," Meine Damen und Herren, wir haben dann als zweiten Punkt die Beziehungen der Europäischen Union zur Türkei und die Lage im östlichen Mittelmeer",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
41," Sie wissen, ein Blick vor Europas Haustür – Nordafrika, Syrien, die Ukraine – zeigt, dass wir von vielzähligen Konfliktherden umgeben sind",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
42," Gleichzeitig wissen wir, dass das Gedeihen und der Wohlstand in der EU nur mit guten Beziehungen zu unserer Nachbarschaft auch außerhalb der Europäischen Union möglich sind",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
43, Das gilt in ganz besonderer Weise auch für das NATO-Mitglied Türkei in seinen vielschichtigen Beziehungen,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
44," Der Außenbeauftragte, Josep Borrell, hat hier einen umfassenden Bericht vorgelegt, der dieser Vielschichtigkeit der Beziehungen auch gerecht wird",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
45," Es ist erst mal eine gute Nachricht, dass die Türkei nach den provozierenden Aktivitäten in zyprischen und griechischen Gewässern in den letzten Monaten ein Zeichen der Deeskalation im östlichen Mittelmeerraum gesetzt hat und wieder in den Dialog mit Griechenland eingetreten ist",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
46, Auch die Fünf-plus-Eins-Gespräche unter der Ägide der Vereinten Nationen über die Zukunft Zyperns werden fortgesetzt,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
47," Im Europäischen Rat hatten wir vereinbart, dass wir im Fall einer Entspannung vonseiten der Türkei weitere Optionen für eine gemeinsame Zusammenarbeit anbieten",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
48," Jetzt werden wir auf diesem Rat diskutieren, wie wir auf diesem Weg weitergehen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
49," Ich sage gleich vorweg: Das werden keine einfachen Gespräche; aber ich hoffe, dass wir zu einem Ergebnis kommen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
50," Die Türkei ist nicht nur NATO-Partner und Verbündeter, sondern als unser unmittelbarer Nachbar und als zweitbevölkerungsreichstes Land an der EU-Außengrenze natürlich auch von strategischer Wichtigkeit",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
51," Wir Deutschen haben ganz besonders enge Beziehungen zur Türkei, da in Deutschland viele türkischstämmige Menschen seit Generationen leben",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
52," Aber wir haben natürlich auf der anderen Seite auch die innenpolitische Situation in der Türkei in den Blick zu nehmen, und wir erwarten, dass die Türkei rechtsstaatliche Standards einhält, und das ist an vielen Stellen nicht der Fall; auch Menschenrechte werden in vielen Fällen nicht respektiert",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
53," Dass die Türkei aus der Istanbul-Konvention des Europarates ausgetreten ist, ist ein sehr, sehr bedauerliches Zeichen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
54," Wir hätten uns gewünscht, dass die Türkei hier Mitglied bleibt",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
55," Aber: Ich denke, es ist auch richtig: Sprachlosigkeit in den Beziehungen zur Türkei hilft uns nicht weiter",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
56," Deshalb wollen wir darüber beraten, wie wir hochrangige Dialoge zwischen der Europäischen Union und der Türkei wieder aufnehmen können",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
57, Wir haben gemeinsame Interessen,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
58, Die besondere Herausforderung der Migration gehört hier dazu,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
59, Diese können wir nur gemeinsam mit der Türkei lösen,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
60," Die vor fast genau fünf Jahren vereinbarte EU-Türkei-Erklärung ist genau die Grundlage dafür, die weiterentwickelt werden muss",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
61," Ich weiß, dass es viel Kritik an dieser Erklärung gibt",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
62," Aber trotz aller Kritik können wir feststellen, dass auf diesem Wege viel Gutes erreicht wurde",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
63," Es ist uns gelungen, das menschenverachtende Geschäft der Schleuser wirksam zu bekämpfen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
64," Die Zahl der illegalen Grenzübertritte nach Griechenland ist zurückgegangen, und das Gleiche gilt auch für die Zahl der Todesopfer in der Ägäis",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
65, Dank der Unterstützung durch die Europäische Union können 660 000 syrische Flüchtlingskinder in der Türkei zur Schule gehen,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
66, Über 14 Millionen Arztbesuche konnten durchgeführt werden,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
67," Über 1,8 Millionen Menschen haben in einer sehr schwierigen Zeit zusätzliche Unterstützung für ihren Lebensunterhalt bekommen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
68," Dabei ist es wichtig, zu betonen, dass die EU-Gelder über die Arbeit der verschiedenen Projekte und Organisationen vor Ort den Bedürftigen zugutekommen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
69, Der Einsatz der Gelder wird in der EU überprüft,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
70," Ich meine, das sind im Namen der Mitmenschlichkeit gut angelegte Mittel, und die Fortführung dieser Zusammenarbeit ist in beiderseitigem Interesse",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
71," Die Türkei hat, Stand heute, 3,6 Millionen syrische Flüchtlinge aufgenommen; das entspricht der Einwohnerzahl Berlins",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
72," Daher ist es mir wichtig, zu betonen, dass der Türkei für das Geleistete hohe Anerkennung gebührt",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
73," Deshalb setze ich mich dafür ein, dass wir die EU-Türkei-Erklärung neu beleben und auch fortentwickeln",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
74," Meine Damen und Herren, abschließend möchte ich nun auf das dritte große und auch uns alle täglich beschäftigende Thema zu sprechen kommen: Europas Bewältigung der Pandemie",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
75," Wir werden uns über die nächsten Schritte bei der Entwicklung eines sogenannten digitalen grünen Zertifikats beraten, das bis zum Sommer vorliegen soll und mit dem es möglich sein soll, EU-weit zu dokumentieren, ob eine Person geimpft oder getestet wurde",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
76," Parallel dazu hat die Europäische Kommission ihre Arbeiten an der technischen Umsetzbarkeit aufgenommen, genauso die Nationalstaaten, Deutschland ja auch",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
77," Das ist keine leichte Aufgabe bei 27 Mitgliedstaaten und wird uns noch einige Wochen in Anspruch nehmen; denn wir werden ja sehr genau schauen müssen, welche Rechte mit diesem Zertifikat verbunden sind",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
78, Die technische Umsetzung ist relativ einfach; aber diese Frage ist natürlich von großer Wichtigkeit,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
79," Meine Damen und Herren, wir werden darüber sprechen, wie wir auch europaweit unabhängiger werden",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
80, Dazu gehört vor allen Dingen auch die Frage der Impfstoffproduktion,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
81," Die Kommission hat – das geht weit über die jetzigen Bestellungen hinaus – eine Taskforce eingesetzt, genauso wie wir national, um sicherzustellen, dass wir auch in Zukunft ausreichend Impfstoffe innerhalb der Europäischen Union bestellen können; denn das Problem bei der Impfstoffversorgung liegt im Augenblick weniger in der Frage, wie viel bestellt wurde, sondern in der Frage: Wie viel kann auf europäischem Grund im Augenblick gefertigt werden? Denn wir sehen ganz genau: Britische Fertigungsstätten fertigen für Großbritannien; die Vereinigten Staaten exportieren nicht",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
82," Deshalb sind wir auf das angewiesen, was in Europa produziert werden kann",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
83," Wir müssen davon ausgehen, dass dieses Virus uns noch lange mit seinen Mutationen beschäftigen kann",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
84," Das heißt, die Frage geht weit über dieses Jahr hinaus",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
85," Wir haben einen zweiten Punkt in den Blick zu nehmen, und deshalb können wir gar nicht genug Impfstoffe in Europa produzieren, nämlich die Versorgung in der Welt",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
86," Wenn uns die nicht gelingt, werden wir immer wieder mit Mutationen konfrontiert werden, die dann auch die Gefahr mit sich bringen, dass anschließend die Impfstoffe nicht mehr wirksam sind",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
87, Deshalb müssen wir uns darum kümmern,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
88," Das bedeutet natürlich auch, dass wir hier bei uns zu Hause hart zu arbeiten haben",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
89, Heute vor einem Jahr lag die Zahl der Coronainfizierten in Deutschland nach Angaben des Robert-Koch-Instituts bei 4 118 neuen Fällen; heute liegt sie bei 22 657,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
90," Die Inzidenz war damals 35, und es gab 35 neue Todesfälle",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
91," Heute ist die Inzidenz 113,3, und es gibt 228 neue Todesfälle",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
92, Über 75 000 Menschen sind inzwischen in Deutschland an Covid-19 gestorben,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
93," Schauen wir uns dieses Jahr noch einmal an: Nach einem scharfen Lockdown am Anfang der Pandemie liegt ein im Rückblick relativ leicht anmutender Sommer, darauf folgen steigende Werte im Herbst und dann in Stufen von Shutdowns immer wieder die Schließung vieler Einrichtungen und auch die Absenkung der Inzidenz",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
94," Jetzt sind wir, muss man sagen, in der dritten Welle und wieder im exponentiellen Wachstum",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
95," Viele Menschen fragen mit Recht: War nun alles umsonst? Geht das immer so weiter? Ich verstehe diese bange Frage vieler Betroffener: Eltern mit Schulkindern oder Kitakindern, Geschäftsinhaber und Restaurantbesitzer, Veranstaltungswirtschaft, Sportvereine und viele, viele mehr",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
96," Die Antwort kann ich aus voller Überzeugung geben: Nein, die Situation ist eine ganz andere als im letzten Jahr, auch wenn wir in der Weihnachtszeit einen schweren Rückschlag erfahren haben – dieser Rückschlag war nicht voraussehbar, als wir im November, Dezember die einschränkenden Maßnahmen ergriffen haben –: Das ist das Auftreten der britischen Mutation",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
97," Eine Mutation des alten, ursprünglichen Virus hat jetzt die Oberhand gewonnen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
98, Wir leben im Grunde in einer neuen Pandemie,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
99," Wenn wir das alte Virus hätten, wäre die Wirkung des ursprünglichen Shutdowns heute so, dass wir überall und deutschlandweit bei einer Inzidenz deutlich unter 50 liegen würden",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
100," Das tun wir aber leider nicht, weil diese Mutation aggressiver, infektiöser und um einen ziemlich großen Betrag tödlicher ist",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
101," Das heißt, der R-Faktor ist wieder über 1 gestiegen, und wir sind wieder in der Phase des exponentiellen Wachstums",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
102," Was können wir jetzt tun, und was haben wir an anderen Instrumenten in der Hand, um mit neuen Möglichkeiten zu reagieren? Erstens",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
103, Wir haben gemeinsam mit den Ministerpräsidenten ein Öffnungskonzept am 3,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
104," März beschlossen, das ein viel höheres Maß an Regionalisierung enthält",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
105," Es sagt ganz deutlich, in welchen Regionen geöffnet werden kann",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
106," Wir sehen ja doch, dass einige Bundesländer – ich denke ans Saarland, ich denke an Schleswig-Holstein – diese Möglichkeiten auch richtig nutzen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
107," Wir haben 9 Städte und Landkreise, die bei der Inzidenz unter 35 liegen, weitere 19 Städte und Landkreise unter 50, weitere 165 unter 100, und der Rest liegt darüber",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
108," Es wäre falsch, alle sozusagen mit einem Maßstab zu belegen",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
109, Das widerspiegelt auch unser Öffnungskonzept,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
110," Wir haben die Möglichkeit des Testens, und zwar in viel einfacherer Form, als uns sie mit den PCR-Tests heute vor einem Jahr zur Verfügung stand",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
111, Die Antigenschnelltests und vor allen Dingen die Selbsttests ermöglichen neues Herangehen,ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
112," Wir haben deshalb eine Teststrategie beschlossen, die auf drei Säulen ruht",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
113," Einmal ruht sie auf den Bürgertestzentren, die inzwischen ziemlich flächendeckend in der gesamten Bundesrepublik Deutschland aufgebaut sind",ID1921800100,19,2021-03-25,CDU/CSU,11001478,Zusatzpunkt 6 2021-03-25,Angela Merkel
